new_company_company_id,new_company_id,new_company_new_id,new_company_relevance_score,new_company_ticker_sentiment_label,new_company_ticker_sentiment_score
5905,29,24,0.06697,Neutral,0
5905,189,153,0.059488,Neutral,0
5905,201,159,0.059194,Neutral,0
5905,205,162,0.051663,Neutral,0
5905,217,177,0.05234,Neutral,0
5905,247,195,0.060085,Neutral,0
5905,255,208,0.086556,Neutral,0
5905,423,328,0.089462,Neutral,0
5905,671,496,0.044801,Neutral,0
5905,675,504,0.03399,Neutral,0
5905,692,519,0.052801,Neutral,0
5905,828,587,0.04303,Neutral,0
5905,857,604,0.068896,Neutral,0
5905,901,632,0.060694,Neutral,0
5905,949,662,0.132368,Neutral,0
5905,1141,761,0.050254,Neutral,0
5905,1457,948,0.115232,Neutral,0
5905,1568,1006,0.060541,Neutral,0
5905,1594,1024,0.052801,Neutral,0
5905,1633,1056,0.07423,Neutral,0
5905,1635,1057,0.059636,Neutral,0
5905,1638,1059,0.060694,Neutral,0
5905,1640,1061,0.056275,Neutral,0
5905,1658,1080,0.054732,Neutral,0
5905,2570,1665,0.070105,Neutral,0
5905,2574,1668,0.059194,Neutral,0
5905,2646,1718,0.058903,Neutral,0
5905,2705,1762,0.040078,Neutral,0
5905,2782,1802,0.060541,Neutral,0
5905,2866,1849,0.049019,Neutral,0
5905,2895,1864,0.059488,Neutral,0
5905,2918,1876,0.052455,Neutral,0
5905,2962,1899,0.050786,Neutral,0
5905,2984,1921,0.073546,Neutral,0
5905,3023,1936,0.065506,Neutral,0
5905,3050,1949,0.066414,Neutral,0
5905,3053,1951,0.068306,Neutral,0
5905,3121,1990,0.072435,Neutral,0
5905,3133,2000,0.077845,Neutral,0
5905,3148,2011,0.063425,Neutral,0
5905,3232,2088,0.058759,Neutral,0
5905,3287,2145,0.061473,Neutral,0
5905,3453,2272,0.073546,Neutral,0
5905,3479,2282,0.061003,Neutral,0
5905,3540,2317,0.03878,Neutral,0
5905,3618,2357,0.070105,Neutral,0
5905,3636,2367,0.067158,Neutral,0
5905,3746,2437,0.061159,Neutral,0
5905,3755,2444,0.045569,Neutral,0
5905,3978,2575,0.050572,Neutral,0
5905,4013,2599,0.051441,Neutral,0
5905,4046,2639,0.057767,Neutral,0
5905,4606,3008,0.076358,Neutral,0
5905,4609,3009,0.079921,Neutral,0
5905,4616,3013,0.059636,Neutral,0
5905,4658,3030,0.066598,Neutral,0
5905,4669,3043,0.059341,Neutral,0
5905,4690,3067,0.06211,Neutral,0
5905,4802,3137,0.074692,Neutral,0
5905,5170,3386,0.077094,Neutral,0
5905,5337,3466,0.044222,Neutral,0
5905,5388,3506,0.062597,Neutral,0
5905,5445,3549,0.059935,Neutral,0
5905,5490,3580,0.082393,Neutral,0
5905,5511,3590,0.245339,Neutral,0
5905,5749,3744,0.131643,Neutral,0
5905,5927,3862,0.069495,Neutral,0
5905,5929,3863,0.059935,Neutral,0
5905,5936,3866,0.052918,Neutral,0
5905,5939,3867,0.052685,Neutral,0
5905,5948,3870,0.045918,Neutral,0
5905,5958,3873,0.109455,Neutral,0
5905,5959,3874,0.047371,Neutral,0
5905,6090,3963,0.060541,Neutral,0
5905,6195,4031,0.061473,Neutral,0
5905,6218,4046,0.062761,Neutral,0
5905,6281,4094,0.030369,Neutral,0
5905,6282,4157,0.030369,Neutral,0
5905,6363,4094,0.030216,Neutral,0
5905,6364,4157,0.030216,Neutral,0
5905,6735,4454,0.228073,Neutral,0
5905,6949,4614,0.18967,Neutral,0
5905,6952,4619,0.09439,Neutral,0
5905,6967,4635,0.060236,Neutral,0
5905,7001,4674,0.083833,Neutral,0
5905,7005,4676,0.07423,Neutral,0
5905,7051,4709,0.05387,Neutral,0
5905,7071,4718,0.061631,Neutral,0
5905,7073,4722,0.060694,Neutral,0
5905,7239,4852,0.107016,Neutral,0
5905,7248,4858,0.061473,Neutral,0
5905,7251,4859,0.015726,Neutral,0
5905,7252,4860,0.015726,Neutral,0
5905,7279,4879,0.057767,Neutral,0
5905,7648,5097,0.028764,Neutral,0
5905,7670,5125,0.062597,Neutral,0
5905,7682,5136,0.066047,Neutral,0
5905,7812,5281,0.061159,Neutral,0
5905,8021,5423,0.064449,Neutral,0
5905,8187,5562,0.077094,Neutral,0
5905,8274,5624,0.188193,Neutral,0
5905,8300,5642,0.061631,Neutral,0
5905,8332,5664,0.058615,Neutral,0
5905,8377,5697,0.154455,Neutral,0
5905,8378,5698,0.154455,Neutral,0
5905,8381,5697,0.154455,Neutral,0
5905,8382,5698,0.154455,Neutral,0
5905,8437,5742,0.059935,Neutral,0
5905,8441,5745,0.066598,Neutral,0
5905,8481,5760,0.059636,Neutral,0
5905,8490,5763,0.140896,Neutral,0
5905,8552,5802,0.070105,Neutral,0
5905,8589,5824,0.059341,Neutral,0
5905,8675,5889,0.061473,Neutral,0
5905,8969,6061,0.054483,Neutral,0
5905,9064,6111,0.034381,Neutral,0
5905,9065,6114,0.034381,Neutral,0
5905,9070,6111,0.034381,Neutral,0
5905,9071,6114,0.034381,Neutral,0
5905,9088,6132,0.076358,Neutral,0
5905,9093,6138,0.092569,Neutral,0
5905,9098,6144,0.080458,Neutral,0
5905,9111,6153,0.063425,Neutral,0
5905,9143,6191,0.042196,Neutral,0
5905,9304,6349,0.105372,Neutral,0
5905,9308,6353,0.113866,Neutral,0
5905,9310,6355,0.048133,Neutral,0
5905,9490,1665,0.070105,Neutral,0
5905,9491,6490,0.070105,Neutral,0
5905,9492,6491,0.099066,Neutral,0
5905,9583,6555,0.044801,Neutral,0
5905,9616,6573,0.059194,Neutral,0
5905,9656,6606,0.033236,Neutral,0
5905,9678,6618,0.065327,Neutral,0
5905,9727,6657,0.046633,Neutral,0
5905,9733,6661,0.04872,Neutral,0
5905,9739,6665,0.060388,Neutral,0
5905,9790,6704,0.04794,Neutral,0
5905,9799,6709,0.060694,Neutral,0
5905,9922,6784,0.067158,Neutral,0
5905,10153,6935,0.105836,Neutral,0
5905,10185,6961,0.059049,Neutral,0
5905,10322,7042,0.035929,Neutral,0
5905,10497,7170,0.034233,Neutral,0
5905,10678,7308,0.04497,Neutral,0
5905,10680,7309,0.045918,Neutral,0
5905,10914,7518,0.104228,Neutral,0
5905,11053,7665,0.09186,Neutral,0
5905,11102,7727,0.109455,Neutral,0
5905,11174,7791,0.185306,Neutral,0
5905,11189,7805,0.060694,Neutral,0
5905,11194,7811,0.061949,Neutral,0
5905,11197,7812,0.079392,Neutral,0
5905,11198,7813,0.077845,Neutral,0
5905,11206,7815,0.061473,Neutral,0
5905,11211,7820,0.083251,Neutral,0
5905,11214,7823,0.077845,Neutral,0
5905,11225,7828,0.060541,Neutral,0
5905,11232,7836,0.060541,Neutral,0
5905,11234,7838,0.061473,Neutral,0
5905,11235,7841,0.074692,Neutral,0
5905,11242,7855,0.058759,Neutral,0
5905,11268,7878,0.064623,Neutral,0
5905,11279,7897,0.059785,Neutral,0
5905,11284,7903,0.062761,Neutral,0
5905,11302,7917,0.054114,Neutral,0
5905,11880,8177,0.075161,Neutral,0
5905,12287,8475,0.069697,Neutral,0
5905,12567,8683,0.056275,Neutral,0
5905,12599,8700,0.059636,Neutral,0
5905,12602,8703,0.074692,Neutral,0
5905,12669,8757,0.163909,Neutral,0
5905,12694,8786,0.128135,Neutral,0
5905,12718,8811,0.062597,Neutral,0
5905,12779,8856,0.080323,Neutral,0
5905,12802,8870,0.133841,Neutral,0
5905,12850,8915,0.075874,Neutral,0
5905,13052,9026,0.247838,Neutral,0
5905,13070,9037,0.011873,Neutral,0
5905,13162,9092,0.211191,Neutral,0
5905,13163,9093,0.128135,Neutral,0
5905,13164,9096,0.063594,Neutral,0
5905,13174,9105,0.246582,Neutral,0
5905,13190,9110,0.064797,Neutral,0
5905,13191,9111,0.052801,Neutral,0
5905,13210,9125,0.060541,Neutral,0
5905,13212,9128,0.05234,Neutral,0
5905,13307,9185,0.132368,Neutral,0
5905,13308,9188,0.038101,Neutral,0
5905,13326,9192,0.06623,Neutral,0
5905,13328,9194,0.07423,Neutral,0
5905,13332,9197,0.055492,Neutral,0
5905,13334,9201,0.062761,Neutral,0
5905,13362,3866,0.052918,Neutral,0
5905,13363,9224,0.052918,Neutral,0
5905,13382,3867,0.052685,Neutral,0
5905,13383,9239,0.052685,Neutral,0
5905,13657,9407,0.103331,Neutral,0
5905,13754,9492,0.077343,Neutral,0
5905,13766,9501,0.057767,Neutral,0
5905,13916,9584,0.04497,Neutral,0
5905,13978,9626,0.060694,Neutral,0
5905,14122,6132,0.076358,Neutral,0
5905,14123,9713,0.076358,Neutral,0
5905,14134,9721,0.077343,Neutral,0
5905,14136,9722,0.085936,Neutral,0
5905,14315,9851,0.066414,Neutral,0
5905,14316,9853,0.066414,Neutral,0
5905,14320,9851,0.066414,Neutral,0
5905,14321,9853,0.066414,Neutral,0
5905,14379,9881,0.060388,Neutral,0
5905,14426,9912,0.059935,Neutral,0
5905,14437,9918,0.06211,Neutral,0
5905,14600,10026,0.135347,Neutral,0
5905,14676,10050,0.057352,Neutral,0
5905,14719,2437,0.061159,Neutral,0
5905,14720,10076,0.061159,Neutral,0
5905,14820,10122,0.069596,Neutral,0
5905,14851,1762,0.040011,Neutral,0
5905,14852,10136,0.040011,Neutral,0
5905,14943,10201,0.048919,Neutral,0
5905,14970,10215,0.062434,Neutral,0
5905,14989,1802,0.060541,Neutral,0
5905,14990,10226,0.060541,Neutral,0
5905,15044,10258,0.057079,Neutral,0
5905,15058,1899,0.050786,Neutral,0
5905,15059,10269,0.050786,Neutral,0
5905,15156,10327,0.12546,Neutral,0
5905,15158,10329,0.056275,Neutral,0
5905,15169,10334,0.043579,Neutral,0
5905,15252,10360,0.054732,Neutral,0
5905,15255,1849,0.049019,Neutral,0
5905,15256,10361,0.049019,Neutral,0
5905,15259,10365,0.04076,Neutral,0
5905,15295,10388,0.054359,Neutral,0
